Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Date
43505.6015625,43966.37109375,43505.6015625,43819.26953125,921330000,0.0,0.0,^DJI,2025-06-27 00:00:00-04:00
44020.66015625,44138.69140625,43889.16015625,44094.76953125,623630000,0.0,0.0,^DJI,2025-06-30 00:00:00-04:00
44061.48828125,44604.1484375,44013.5390625,44494.94140625,593600000,0.0,0.0,^DJI,2025-07-01 00:00:00-04:00
44455.66015625,44557.8203125,44354.01171875,44484.421875,499870000,0.0,0.0,^DJI,2025-07-02 00:00:00-04:00
44565.75,44885.828125,44550.421875,44828.53125,346620000,0.0,0.0,^DJI,2025-07-03 00:00:00-04:00
44803.359375,44803.359375,44160.3203125,44406.359375,442350000,0.0,0.0,^DJI,2025-07-07 00:00:00-04:00
44378.578125,44436.9609375,44201.37109375,44240.76171875,445670000,0.0,0.0,^DJI,2025-07-08 00:00:00-04:00
44327.12890625,44556.6796875,44225.87890625,44458.30078125,531790000,0.0,0.0,^DJI,2025-07-09 00:00:00-04:00
44427.75,44775.46875,44372.921875,44650.640625,452340000,0.0,0.0,^DJI,2025-07-10 00:00:00-04:00
44480.76953125,44480.76953125,44275.25,44371.51171875,474090000,0.0,0.0,^DJI,2025-07-11 00:00:00-04:00
44346.1484375,44472.12890625,44237.28125,44459.6484375,410250000,0.0,0.0,^DJI,2025-07-14 00:00:00-04:00
44459.83984375,44504.26953125,44002.390625,44023.2890625,496270000,0.0,0.0,^DJI,2025-07-15 00:00:00-04:00
44152.73828125,44260.19140625,43758.98046875,44254.78125,450190000,0.0,0.0,^DJI,2025-07-16 00:00:00-04:00
44229.87890625,44558.05078125,44200.0390625,44484.48828125,455310000,0.0,0.0,^DJI,2025-07-17 00:00:00-04:00
44571.6796875,44571.6796875,44224.58984375,44342.19140625,497800000,0.0,0.0,^DJI,2025-07-18 00:00:00-04:00
44368.3984375,44601.8515625,44311.421875,44323.0703125,446590000,0.0,0.0,^DJI,2025-07-21 00:00:00-04:00
44338.62109375,44542.53125,44272.6015625,44502.44140625,483560000,0.0,0.0,^DJI,2025-07-22 00:00:00-04:00
44661.12109375,45016.7109375,44638.44140625,45010.2890625,446630000,0.0,0.0,^DJI,2025-07-23 00:00:00-04:00
44776.41015625,44912.26953125,44674.5703125,44693.91015625,453000000,0.0,0.0,^DJI,2025-07-24 00:00:00-04:00
44757.28125,44944.4609375,44650.58984375,44901.921875,369500000,0.0,0.0,^DJI,2025-07-25 00:00:00-04:00
44946.98046875,44946.98046875,44739.9609375,44837.55859375,416510000,0.0,0.0,^DJI,2025-07-28 00:00:00-04:00
44833.73828125,44883.66015625,44568.828125,44632.98828125,488780000,0.0,0.0,^DJI,2025-07-29 00:00:00-04:00
44677.8984375,44739.53125,44261.7109375,44461.28125,456840000,0.0,0.0,^DJI,2025-07-30 00:00:00-04:00
44665.8203125,44665.8203125,44049.01171875,44130.98046875,689040000,0.0,0.0,^DJI,2025-07-31 00:00:00-04:00
43781.76953125,43781.76953125,43340.6796875,43588.578125,705150000,0.0,0.0,^DJI,2025-08-01 00:00:00-04:00
43724.01953125,44188.359375,43724.01953125,44173.640625,514180000,0.0,0.0,^DJI,2025-08-04 00:00:00-04:00
44200.0703125,44308.5,43923.80859375,44111.73828125,455690000,0.0,0.0,^DJI,2025-08-05 00:00:00-04:00
44196.609375,44290.08984375,44017.7109375,44193.12109375,518970000,0.0,0.0,^DJI,2025-08-06 00:00:00-04:00
44430.08984375,44498.4296875,43799.19921875,43968.640625,492480000,0.0,0.0,^DJI,2025-08-07 00:00:00-04:00
44044.94921875,44272.75,44028.94140625,44175.609375,452500000,0.0,0.0,^DJI,2025-08-08 00:00:00-04:00
44184.359375,44273.03125,43911.30859375,43975.08984375,431510000,0.0,0.0,^DJI,2025-08-11 00:00:00-04:00
44050.53125,44497.58984375,44050.53125,44458.609375,442850000,0.0,0.0,^DJI,2025-08-12 00:00:00-04:00
44571.53125,44949.12109375,44571.53125,44922.26953125,521430000,0.0,0.0,^DJI,2025-08-13 00:00:00-04:00
44890.83984375,44948.69921875,44690.5,44911.26171875,453530000,0.0,0.0,^DJI,2025-08-14 00:00:00-04:00
45159.91015625,45203.51953125,44897.98046875,44946.12109375,547270000,0.0,0.0,^DJI,2025-08-15 00:00:00-04:00
44963.171875,44998.828125,44868.3203125,44911.8203125,416460000,0.0,0.0,^DJI,2025-08-18 00:00:00-04:00
44952.359375,45207.390625,44816.5,44922.26953125,466010000,0.0,0.0,^DJI,2025-08-19 00:00:00-04:00
44922.69921875,45033.75,44767.96875,44938.30859375,512550000,0.0,0.0,^DJI,2025-08-20 00:00:00-04:00
44808.2109375,44892.609375,44579.03125,44785.5,407540000,0.0,0.0,^DJI,2025-08-21 00:00:00-04:00
44952.87890625,45757.83984375,44952.87890625,45631.73828125,484720000,0.0,0.0,^DJI,2025-08-22 00:00:00-04:00
45605.25,45605.25,45273.08984375,45282.46875,393960000,0.0,0.0,^DJI,2025-08-25 00:00:00-04:00
45236.828125,45437.62109375,45192.2890625,45418.0703125,490980000,0.0,0.0,^DJI,2025-08-26 00:00:00-04:00
45417.4609375,45621.078125,45372.78125,45565.23046875,430980000,0.0,0.0,^DJI,2025-08-27 00:00:00-04:00
45581.03125,45682.828125,45442.6796875,45636.8984375,540880000,0.0,0.0,^DJI,2025-08-28 00:00:00-04:00
45590.9609375,45616.16015625,45377.2109375,45544.87890625,494870000,0.0,0.0,^DJI,2025-08-29 00:00:00-04:00
45287.73046875,45295.80859375,44948.16015625,45295.80859375,533180000,0.0,0.0,^DJI,2025-09-02 00:00:00-04:00
45309.4296875,45309.4296875,44980.359375,45271.23046875,479210000,0.0,0.0,^DJI,2025-09-03 00:00:00-04:00
45204.87109375,45632.390625,45160.73828125,45621.2890625,457490000,0.0,0.0,^DJI,2025-09-04 00:00:00-04:00
45656.48828125,45770.19921875,45211.78125,45400.859375,558920000,0.0,0.0,^DJI,2025-09-05 00:00:00-04:00
45430.609375,45542.55859375,45277.73046875,45514.94921875,472240000,0.0,0.0,^DJI,2025-09-08 00:00:00-04:00
45547.62109375,45764.19921875,45433.51171875,45711.33984375,449650000,0.0,0.0,^DJI,2025-09-09 00:00:00-04:00
45731.5,45731.5,45380.05859375,45490.921875,579920000,0.0,0.0,^DJI,2025-09-10 00:00:00-04:00
45577.08984375,46137.19921875,45577.08984375,46108.0,448340000,0.0,0.0,^DJI,2025-09-11 00:00:00-04:00
46077.140625,46077.140625,45813.9296875,45834.21875,421730000,0.0,0.0,^DJI,2025-09-12 00:00:00-04:00
45848.390625,45978.4296875,45771.87890625,45883.44921875,401500000,0.0,0.0,^DJI,2025-09-15 00:00:00-04:00
45919.5390625,45967.109375,45667.421875,45757.8984375,443400000,0.0,0.0,^DJI,2025-09-16 00:00:00-04:00
45778.3984375,46261.94921875,45687.58984375,46018.3203125,509830000,0.0,0.0,^DJI,2025-09-17 00:00:00-04:00
46056.55078125,46317.51953125,45954.73046875,46142.421875,489090000,0.0,0.0,^DJI,2025-09-18 00:00:00-04:00
46211.16015625,46396.46875,46105.01953125,46315.26953125,972580000,0.0,0.0,^DJI,2025-09-19 00:00:00-04:00
46206.69140625,46447.12890625,46035.828125,46381.5390625,627450000,0.0,0.0,^DJI,2025-09-22 00:00:00-04:00
46364.109375,46714.26953125,46217.578125,46292.78125,541530000,0.0,0.0,^DJI,2025-09-23 00:00:00-04:00
46368.94140625,46453.0703125,46096.390625,46121.28125,421040000,0.0,0.0,^DJI,2025-09-24 00:00:00-04:00
46097.4296875,46122.421875,45785.171875,45947.3203125,509180000,0.0,0.0,^DJI,2025-09-25 00:00:00-04:00
46101.44921875,46353.03125,46051.921875,46247.2890625,434270000,0.0,0.0,^DJI,2025-09-26 00:00:00-04:00
46306.33984375,46387.05859375,46149.05078125,46316.0703125,479740000,0.0,0.0,^DJI,2025-09-29 00:00:00-04:00
46282.62890625,46425.30078125,46103.390625,46397.890625,584780000,0.0,0.0,^DJI,2025-09-30 00:00:00-04:00
18154.939453125,18162.720703125,17779.76953125,17910.359375,5879980000,0.0,0.0,^IXIC,2024-10-01 00:00:00-04:00
17867.119140625,17978.580078125,17767.7890625,17925.119140625,5489040000,0.0,0.0,^IXIC,2024-10-02 00:00:00-04:00
17859.490234375,18011.25,17826.419921875,17918.48046875,5208990000,0.0,0.0,^IXIC,2024-10-03 00:00:00-04:00
18130.419921875,18145.279296875,17952.30078125,18137.849609375,5136070000,0.0,0.0,^IXIC,2024-10-04 00:00:00-04:00
18080.119140625,18096.330078125,17900.0390625,17923.900390625,5240320000,0.0,0.0,^IXIC,2024-10-07 00:00:00-04:00
18017.9296875,18203.0390625,17989.69921875,18182.919921875,5566510000,0.0,0.0,^IXIC,2024-10-08 00:00:00-04:00
18179.220703125,18302.05078125,18133.01953125,18291.619140625,5228670000,0.0,0.0,^IXIC,2024-10-09 00:00:00-04:00
18200.619140625,18333.390625,18154.1796875,18282.05078125,5855390000,0.0,0.0,^IXIC,2024-10-10 00:00:00-04:00
18217.73046875,18375.529296875,18208.439453125,18342.939453125,5140440000,0.0,0.0,^IXIC,2024-10-11 00:00:00-04:00
18426.66015625,18547.919921875,18423.599609375,18502.689453125,4894710000,0.0,0.0,^IXIC,2024-10-14 00:00:00-04:00
18515.970703125,18564.25,18252.51953125,18315.58984375,6522700000,0.0,0.0,^IXIC,2024-10-15 00:00:00-04:00
18333.2890625,18383.109375,18214.9609375,18367.080078125,5257570000,0.0,0.0,^IXIC,2024-10-16 00:00:00-04:00
18537.2109375,18541.4609375,18368.7890625,18373.609375,5806860000,0.0,0.0,^IXIC,2024-10-17 00:00:00-04:00
18466.009765625,18524.330078125,18452.580078125,18489.55078125,5090190000,0.0,0.0,^IXIC,2024-10-18 00:00:00-04:00
18456.48046875,18543.580078125,18377.630859375,18540.009765625,6092180000,0.0,0.0,^IXIC,2024-10-21 00:00:00-04:00
18451.859375,18620.7109375,18413.470703125,18579.76953125,6407180000,0.0,0.0,^IXIC,2024-10-22 00:00:00-04:00
18502.060546875,18509.189453125,18146.609375,18276.650390625,6245610000,0.0,0.0,^IXIC,2024-10-23 00:00:00-04:00
18384.16015625,18435.369140625,18305.419921875,18415.490234375,5761280000,0.0,0.0,^IXIC,2024-10-24 00:00:00-04:00
18512.580078125,18690.009765625,18487.060546875,18518.609375,6100040000,0.0,0.0,^IXIC,2024-10-25 00:00:00-04:00
18648.25,18671.009765625,18563.01953125,18567.189453125,5641660000,0.0,0.0,^IXIC,2024-10-28 00:00:00-04:00
18576.08984375,18753.189453125,18509.58984375,18712.75,6881170000,0.0,0.0,^IXIC,2024-10-29 00:00:00-04:00
18731.689453125,18785.5,18598.240234375,18607.9296875,6514690000,0.0,0.0,^IXIC,2024-10-30 00:00:00-04:00
18427.310546875,18427.310546875,18083.94921875,18095.150390625,6411940000,0.0,0.0,^IXIC,2024-10-31 00:00:00-04:00
18189.669921875,18363.939453125,18181.529296875,18239.919921875,5896470000,0.0,0.0,^IXIC,2024-11-01 00:00:00-04:00
18220.4296875,18308.30078125,18112.830078125,18179.98046875,5762320000,0.0,0.0,^IXIC,2024-11-04 00:00:00-05:00
18250.7109375,18449.6796875,18250.7109375,18439.169921875,7060340000,0.0,0.0,^IXIC,2024-11-05 00:00:00-05:00
18772.759765625,19000.5,18730.2109375,18983.470703125,8138050000,0.0,0.0,^IXIC,2024-11-06 00:00:00-05:00
19084.4296875,19301.69921875,19084.4296875,19269.4609375,9232670000,0.0,0.0,^IXIC,2024-11-07 00:00:00-05:00
19255.140625,19318.560546875,19224.4296875,19286.779296875,7316010000,0.0,0.0,^IXIC,2024-11-08 00:00:00-05:00
19355.33984375,19366.0703125,19193.2890625,19298.759765625,8087930000,0.0,0.0,^IXIC,2024-11-11 00:00:00-05:00
19289.810546875,19343.05078125,19168.51953125,19281.400390625,7816410000,0.0,0.0,^IXIC,2024-11-12 00:00:00-05:00
19286.4609375,19358.48046875,19191.130859375,19230.720703125,9623670000,0.0,0.0,^IXIC,2024-11-13 00:00:00-05:00
19256.08984375,19275.80078125,19073.390625,19107.650390625,8680480000,0.0,0.0,^IXIC,2024-11-14 00:00:00-05:00
18929.919921875,18936.75,18598.869140625,18680.119140625,8002270000,0.0,0.0,^IXIC,2024-11-15 00:00:00-05:00
18717.9296875,18865.279296875,18672.30078125,18791.810546875,8455360000,0.0,0.0,^IXIC,2024-11-18 00:00:00-05:00
18699.7109375,18992.080078125,18689.830078125,18987.470703125,7246610000,0.0,0.0,^IXIC,2024-11-19 00:00:00-05:00
18971.310546875,18974.91015625,18724.390625,18966.140625,7121670000,0.0,0.0,^IXIC,2024-11-20 00:00:00-05:00
19072.779296875,19110.890625,18714.060546875,18972.419921875,7492540000,0.0,0.0,^IXIC,2024-11-21 00:00:00-05:00
18966.3203125,19025.76953125,18899.48046875,19003.650390625,6575820000,0.0,0.0,^IXIC,2024-11-22 00:00:00-05:00
19140.58984375,19208.6796875,18969.349609375,19054.83984375,7932980000,0.0,0.0,^IXIC,2024-11-25 00:00:00-05:00
19109.080078125,19184.400390625,19100.73046875,19174.30078125,6411770000,0.0,0.0,^IXIC,2024-11-26 00:00:00-05:00
19132.990234375,19133.109375,18937.19921875,19060.48046875,5619090000,0.0,0.0,^IXIC,2024-11-27 00:00:00-05:00
19087.470703125,19245.490234375,19066.51953125,19218.169921875,4042550000,0.0,0.0,^IXIC,2024-11-29 00:00:00-05:00
19255.4296875,19436.919921875,19255.4296875,19403.94921875,6370530000,0.0,0.0,^IXIC,2024-12-02 00:00:00-05:00
19364.33984375,19486.150390625,19340.41015625,19480.91015625,6005160000,0.0,0.0,^IXIC,2024-12-03 00:00:00-05:00
19587.48046875,19741.759765625,19575.400390625,19735.119140625,7870030000,0.0,0.0,^IXIC,2024-12-04 00:00:00-05:00
19756.400390625,19790.029296875,19688.58984375,19700.259765625,7229510000,0.0,0.0,^IXIC,2024-12-05 00:00:00-05:00
19743.9609375,19863.150390625,19734.419921875,19859.76953125,6787610000,0.0,0.0,^IXIC,2024-12-06 00:00:00-05:00
19824.08984375,19872.7890625,19698.05078125,19736.689453125,7884620000,0.0,0.0,^IXIC,2024-12-09 00:00:00-05:00
19796.390625,19887.080078125,19641.33984375,19687.240234375,6843850000,0.0,0.0,^IXIC,2024-12-10 00:00:00-05:00
19832.9609375,20055.9296875,19830.640625,20034.890625,6639720000,0.0,0.0,^IXIC,2024-12-11 00:00:00-05:00
19947.33984375,20018.240234375,19897.380859375,19902.83984375,7047550000,0.0,0.0,^IXIC,2024-12-12 00:00:00-05:00
19995.1796875,20061.650390625,19817.470703125,19926.720703125,6028250000,0.0,0.0,^IXIC,2024-12-13 00:00:00-05:00
20016.119140625,20204.580078125,19988.119140625,20173.890625,8855040000,0.0,0.0,^IXIC,2024-12-16 00:00:00-05:00
20095.619140625,20148.830078125,20004.73046875,20109.060546875,9534350000,0.0,0.0,^IXIC,2024-12-17 00:00:00-05:00
20114.98046875,20179.76953125,19336.58984375,19392.689453125,9996120000,0.0,0.0,^IXIC,2024-12-18 00:00:00-05:00
19565.66015625,19623.01953125,19357.759765625,19372.76953125,8029590000,0.0,0.0,^IXIC,2024-12-19 00:00:00-05:00
19190.0390625,19758.609375,19168.380859375,19572.599609375,10962450000,0.0,0.0,^IXIC,2024-12-20 00:00:00-05:00
19641.05078125,19772.099609375,19504.6796875,19764.880859375,6820720000,0.0,0.0,^IXIC,2024-12-23 00:00:00-05:00
19818.48046875,20031.130859375,19813.759765625,20031.130859375,4739190000,0.0,0.0,^IXIC,2024-12-24 00:00:00-05:00
19979.25,20070.080078125,19888.109375,20020.359375,6467910000,0.0,0.0,^IXIC,2024-12-26 00:00:00-05:00
19896.76953125,19904.76953125,19553.400390625,19722.029296875,7765120000,0.0,0.0,^IXIC,2024-12-27 00:00:00-05:00
19460.41015625,19622.9296875,19342.509765625,19486.7890625,8384090000,0.0,0.0,^IXIC,2024-12-30 00:00:00-05:00
19551.359375,19563.720703125,19283.41015625,19310.7890625,8873030000,0.0,0.0,^IXIC,2024-12-31 00:00:00-05:00
19403.900390625,19517.869140625,19117.58984375,19280.7890625,8737550000,0.0,0.0,^IXIC,2025-01-02 00:00:00-05:00
19395.509765625,19638.66015625,19379.5703125,19621.6796875,8214050000,0.0,0.0,^IXIC,2025-01-03 00:00:00-05:00
19851.990234375,20007.94921875,19785.0,19864.98046875,9586840000,0.0,0.0,^IXIC,2025-01-06 00:00:00-05:00
19938.080078125,19940.2109375,19421.01953125,19489.6796875,13371130000,0.0,0.0,^IXIC,2025-01-07 00:00:00-05:00
19469.369140625,19544.509765625,19308.5390625,19478.880859375,8851720000,0.0,0.0,^IXIC,2025-01-08 00:00:00-05:00
19312.259765625,19315.109375,19018.75,19161.630859375,8608880000,0.0,0.0,^IXIC,2025-01-10 00:00:00-05:00
18903.66015625,19099.970703125,18831.91015625,19088.099609375,7830760000,0.0,0.0,^IXIC,2025-01-13 00:00:00-05:00
19207.75,19273.140625,18926.599609375,19044.390625,7168110000,0.0,0.0,^IXIC,2025-01-14 00:00:00-05:00
19350.310546875,19548.900390625,19299.3203125,19511.23046875,7260250000,0.0,0.0,^IXIC,2025-01-15 00:00:00-05:00
19573.869140625,19579.849609375,19335.6796875,19338.2890625,7085990000,0.0,0.0,^IXIC,2025-01-16 00:00:00-05:00
19655.55078125,19709.640625,19543.3203125,19630.19921875,7996360000,0.0,0.0,^IXIC,2025-01-17 00:00:00-05:00
19734.390625,19789.630859375,19551.169921875,19756.779296875,8015780000,0.0,0.0,^IXIC,2025-01-21 00:00:00-05:00
19903.05078125,20068.51953125,19903.05078125,20009.33984375,7219060000,0.0,0.0,^IXIC,2025-01-22 00:00:00-05:00
19906.990234375,20053.6796875,19892.55078125,20053.6796875,6837700000,0.0,0.0,^IXIC,2025-01-23 00:00:00-05:00
20087.109375,20118.609375,19897.130859375,19954.30078125,7708150000,0.0,0.0,^IXIC,2025-01-24 00:00:00-05:00
19234.0390625,19514.349609375,19204.94921875,19341.830078125,8870200000,0.0,0.0,^IXIC,2025-01-27 00:00:00-05:00
19418.220703125,19759.4296875,19294.619140625,19733.58984375,7121740000,0.0,0.0,^IXIC,2025-01-28 00:00:00-05:00
19695.6796875,19699.8203125,19479.509765625,19632.3203125,6497710000,0.0,0.0,^IXIC,2025-01-29 00:00:00-05:00
19697.529296875,19785.7890625,19483.830078125,19681.75,6679500000,0.0,0.0,^IXIC,2025-01-30 00:00:00-05:00
19832.330078125,19969.169921875,19575.2109375,19627.439453125,7947370000,0.0,0.0,^IXIC,2025-01-31 00:00:00-05:00
19215.380859375,19502.130859375,19141.150390625,19391.9609375,8272460000,0.0,0.0,^IXIC,2025-02-03 00:00:00-05:00
19422.169921875,19666.439453125,19408.1796875,19654.01953125,6477050000,0.0,0.0,^IXIC,2025-02-04 00:00:00-05:00
19533.05078125,19696.939453125,19498.900390625,19692.330078125,6712220000,0.0,0.0,^IXIC,2025-02-05 00:00:00-05:00
19725.830078125,19793.359375,19654.109375,19791.990234375,6642100000,0.0,0.0,^IXIC,2025-02-06 00:00:00-05:00
19774.869140625,19862.5390625,19489.359375,19523.400390625,7748940000,0.0,0.0,^IXIC,2025-02-07 00:00:00-05:00
19668.1796875,19772.0390625,19650.7890625,19714.26953125,9535440000,0.0,0.0,^IXIC,2025-02-10 00:00:00-05:00
19602.109375,19731.9296875,19579.76953125,19643.859375,9269380000,0.0,0.0,^IXIC,2025-02-11 00:00:00-05:00
19436.509765625,19682.509765625,19415.48046875,19649.94921875,7946550000,0.0,0.0,^IXIC,2025-02-12 00:00:00-05:00
19696.919921875,19952.169921875,19675.869140625,19945.640625,8414510000,0.0,0.0,^IXIC,2025-02-13 00:00:00-05:00
19956.8203125,20045.759765625,19932.150390625,20026.76953125,7995720000,0.0,0.0,^IXIC,2025-02-14 00:00:00-05:00
20090.55078125,20110.119140625,19909.740234375,20041.259765625,8683170000,0.0,0.0,^IXIC,2025-02-18 00:00:00-05:00
19994.5,20099.390625,19928.890625,20056.25,8171530000,0.0,0.0,^IXIC,2025-02-19 00:00:00-05:00
20029.189453125,20041.150390625,19795.01953125,19962.359375,7329270000,0.0,0.0,^IXIC,2025-02-20 00:00:00-05:00
20006.689453125,20016.66015625,19510.91015625,19524.009765625,8461020000,0.0,0.0,^IXIC,2025-02-21 00:00:00-05:00
19590.849609375,19644.23046875,19275.4609375,19286.9296875,7414760000,0.0,0.0,^IXIC,2025-02-24 00:00:00-05:00
19242.609375,19256.349609375,18871.51953125,19026.390625,7991440000,0.0,0.0,^IXIC,2025-02-25 00:00:00-05:00
19109.3203125,19286.01953125,18966.4609375,19075.259765625,7034450000,0.0,0.0,^IXIC,2025-02-26 00:00:00-05:00
19212.359375,19242.689453125,18535.220703125,18544.419921875,7700290000,0.0,0.0,^IXIC,2025-02-27 00:00:00-05:00
18477.169921875,18861.330078125,18372.990234375,18847.279296875,8247520000,0.0,0.0,^IXIC,2025-02-28 00:00:00-05:00
18923.359375,18992.30078125,18216.630859375,18350.189453125,8170140000,0.0,0.0,^IXIC,2025-03-03 00:00:00-05:00
18176.4296875,18589.490234375,17956.599609375,18285.16015625,8469180000,0.0,0.0,^IXIC,2025-03-04 00:00:00-05:00
18312.970703125,18604.470703125,18144.73046875,18552.73046875,7048430000,0.0,0.0,^IXIC,2025-03-05 00:00:00-05:00
18204.529296875,18439.240234375,17980.390625,18069.259765625,7686200000,0.0,0.0,^IXIC,2025-03-06 00:00:00-05:00
18029.849609375,18243.580078125,17768.58984375,18196.220703125,8135420000,0.0,0.0,^IXIC,2025-03-07 00:00:00-05:00
17840.3203125,17868.080078125,17291.8203125,17468.3203125,8636040000,0.0,0.0,^IXIC,2025-03-10 00:00:00-04:00
17443.08984375,17687.400390625,17238.240234375,17436.099609375,9177320000,0.0,0.0,^IXIC,2025-03-11 00:00:00-04:00
17711.41015625,17800.099609375,17436.26953125,17648.44921875,7746430000,0.0,0.0,^IXIC,2025-03-12 00:00:00-04:00
17598.560546875,17621.91015625,17239.439453125,17303.009765625,7147050000,0.0,0.0,^IXIC,2025-03-13 00:00:00-04:00
17523.30078125,17773.48046875,17491.080078125,17754.08984375,7093850000,0.0,0.0,^IXIC,2025-03-14 00:00:00-04:00
17722.5390625,17925.939453125,17645.869140625,17808.66015625,6306340000,0.0,0.0,^IXIC,2025-03-17 00:00:00-04:00
17662.5703125,17682.919921875,17431.669921875,17504.119140625,6450530000,0.0,0.0,^IXIC,2025-03-18 00:00:00-04:00
17590.119140625,17917.5390625,17533.939453125,17750.7890625,6302310000,0.0,0.0,^IXIC,2025-03-19 00:00:00-04:00
17586.060546875,17903.19921875,17576.8203125,17691.630859375,6098330000,0.0,0.0,^IXIC,2025-03-20 00:00:00-04:00
17519.83984375,17798.060546875,17474.810546875,17784.05078125,8837930000,0.0,0.0,^IXIC,2025-03-21 00:00:00-04:00
18046.189453125,18210.05078125,18030.6796875,18188.58984375,6787790000,0.0,0.0,^IXIC,2025-03-24 00:00:00-04:00
18207.970703125,18281.130859375,18170.419921875,18271.859375,6475790000,0.0,0.0,^IXIC,2025-03-25 00:00:00-04:00
18217.330078125,18236.55078125,17837.259765625,17899.01953125,9091510000,0.0,0.0,^IXIC,2025-03-26 00:00:00-04:00
17811.240234375,17988.01953125,17743.80078125,17804.029296875,8002470000,0.0,0.0,^IXIC,2025-03-27 00:00:00-04:00
17722.08984375,17763.279296875,17283.060546875,17322.990234375,7015410000,0.0,0.0,^IXIC,2025-03-28 00:00:00-04:00
17045.439453125,17334.98046875,16854.369140625,17299.2890625,8122180000,0.0,0.0,^IXIC,2025-03-31 00:00:00-04:00
17221.55078125,17506.58984375,17149.359375,17449.890625,7756540000,0.0,0.0,^IXIC,2025-04-01 00:00:00-04:00
17207.009765625,17716.51953125,17181.26953125,17601.05078125,9126630000,0.0,0.0,^IXIC,2025-04-02 00:00:00-04:00
16790.529296875,16889.33984375,16533.0390625,16550.609375,9461330000,0.0,0.0,^IXIC,2025-04-03 00:00:00-04:00
16045.599609375,16128.16015625,15575.6796875,15587.7900390625,11038180000,0.0,0.0,^IXIC,2025-04-04 00:00:00-04:00
14978.0302734375,16292.2802734375,14784.0302734375,15603.259765625,12483580000,0.0,0.0,^IXIC,2025-04-07 00:00:00-04:00
16181.0400390625,16316.509765625,15053.3896484375,15267.91015625,10496650000,0.0,0.0,^IXIC,2025-04-08 00:00:00-04:00
15295.4404296875,17202.939453125,15270.2802734375,17124.970703125,13479740000,0.0,0.0,^IXIC,2025-04-09 00:00:00-04:00
16635.44921875,16712.369140625,15894.26953125,16387.310546875,11861670000,0.0,0.0,^IXIC,2025-04-10 00:00:00-04:00
16358.5302734375,16753.41015625,16228.0400390625,16724.4609375,9444890000,0.0,0.0,^IXIC,2025-04-11 00:00:00-04:00
17120.439453125,17136.560546875,16661.259765625,16831.48046875,9667260000,0.0,0.0,^IXIC,2025-04-14 00:00:00-04:00
16842.390625,16979.9609375,16753.220703125,16823.169921875,7483050000,0.0,0.0,^IXIC,2025-04-15 00:00:00-04:00
16499.689453125,16600.369140625,16066.4599609375,16307.16015625,7909190000,0.0,0.0,^IXIC,2025-04-16 00:00:00-04:00
16399.970703125,16408.509765625,16181.169921875,16286.4501953125,7046290000,0.0,0.0,^IXIC,2025-04-17 00:00:00-04:00
16052.759765625,16066.7900390625,15685.330078125,15870.900390625,6678730000,0.0,0.0,^IXIC,2025-04-21 00:00:00-04:00
16079.9404296875,16410.560546875,16038.73046875,16300.419921875,6981900000,0.0,0.0,^IXIC,2025-04-22 00:00:00-04:00
16880.2890625,17029.859375,16642.66015625,16708.05078125,8564870000,0.0,0.0,^IXIC,2025-04-23 00:00:00-04:00
16754.759765625,17174.349609375,16744.970703125,17166.0390625,7607400000,0.0,0.0,^IXIC,2025-04-24 00:00:00-04:00
17182.109375,17404.490234375,17110.720703125,17382.939453125,7412930000,0.0,0.0,^IXIC,2025-04-25 00:00:00-04:00
17390.9296875,17467.349609375,17128.7109375,17366.130859375,10313290000,0.0,0.0,^IXIC,2025-04-28 00:00:00-04:00
17270.759765625,17500.419921875,17256.19921875,17461.3203125,13001930000,0.0,0.0,^IXIC,2025-04-29 00:00:00-04:00
17099.98046875,17483.8203125,16959.529296875,17446.33984375,8595330000,0.0,0.0,^IXIC,2025-04-30 00:00:00-04:00
17793.140625,17922.830078125,17688.109375,17710.740234375,8409690000,0.0,0.0,^IXIC,2025-05-01 00:00:00-04:00
17868.759765625,18048.830078125,17812.0390625,17977.73046875,8180190000,0.0,0.0,^IXIC,2025-05-02 00:00:00-04:00
17817.009765625,17965.640625,17792.080078125,17844.240234375,7075320000,0.0,0.0,^IXIC,2025-05-05 00:00:00-04:00
17623.2109375,17830.349609375,17592.880859375,17689.66015625,6958220000,0.0,0.0,^IXIC,2025-05-06 00:00:00-04:00
17706.830078125,17820.2890625,17503.009765625,17738.16015625,7977870000,0.0,0.0,^IXIC,2025-05-07 00:00:00-04:00
17920.150390625,18096.0,17776.0,17928.140625,8500390000,0.0,0.0,^IXIC,2025-05-08 00:00:00-04:00
18022.55078125,18068.900390625,17853.83984375,17928.919921875,8835140000,0.0,0.0,^IXIC,2025-05-09 00:00:00-04:00
18674.560546875,18710.220703125,18472.7109375,18708.33984375,10717670000,0.0,0.0,^IXIC,2025-05-12 00:00:00-04:00
18761.23046875,19065.9609375,18745.5,19010.08984375,9242230000,0.0,0.0,^IXIC,2025-05-13 00:00:00-04:00
19074.720703125,19174.55078125,19023.609375,19146.810546875,11744820000,0.0,0.0,^IXIC,2025-05-14 00:00:00-04:00
19031.240234375,19207.220703125,18967.779296875,19112.3203125,10546350000,0.0,0.0,^IXIC,2025-05-15 00:00:00-04:00
19151.5390625,19213.419921875,19038.48046875,19211.099609375,10509820000,0.0,0.0,^IXIC,2025-05-16 00:00:00-04:00
